site,longitude,latitude,charger_num,total_duration,total_volume,avg_power,perimeter,area
63,113.859011,22.765804,2,19144.13248847926,2871619.873271889,150.0,275.52856467696574,6021.485265061943
64,113.929314,22.663549,1,10838.291666666664,1625743.75,150.0,275.4194394409513,6016.988366037074
65,114.20466,22.647403,1,181304.2083333333,1943143.6666666665,10.621523686352646,275.4022677739838,6016.280673629241
66,114.516991,22.592788,1,6229.666666666665,93920.58333333334,20.494639312996075,275.3443026853281,6013.89162566012
67,114.305042,22.76682,1,241972.08333333328,1693804.5833333333,7.0,275.5296521900626,6021.530075990985
68,114.124993,22.641906,1,25888.125,181216.875,7.0,275.3964252553395,6016.0398826357305
69,114.251401,22.730242,1,14713.791666666666,102996.54166666669,7.0,275.49053991888854,6019.918407355158
70,114.26138,22.681619,1,13738.258064516129,96167.80645161292,7.0,275.43867643528915,6017.781153115885
71,114.108052,22.62382,1,31568.5,272911.5833333333,8.440464278056774,275.37721561010875,6015.248168794842
72,114.185368,22.636284,2,360486.4166666666,2814463.2499999995,7.92535138725268,275.3904518076501,6015.793693243332
73,114.110524,22.618137,1,144062.9513888889,1008440.659722222,7.0,275.37118370584034,6014.999562473584
74,114.25332,22.72878,1,6794.181420794576,47559.269945562046,7.000000000000002,275.488978348922,6019.854058858657
75,114.135157,22.681539,1,5354.767441860464,321286.0465116279,60.00000000000002,275.4385912256053,6017.777641550833
76,114.302115,22.721307,1,72807.33333333333,509651.3333333333,7.0,275.4809984675055,6019.525224872017
77,114.073839,22.616327,1,38964.25,272749.75,7.0,275.36926300047804,6014.920399654852
78,114.26997,22.71162,1,29277.666666666668,204943.66666666663,7.0,275.47065956138414,6019.099174202224
79,114.138345,22.612226,1,109453.0,766170.9999999999,7.0,275.3649119185814,6014.741066760863
80,114.13163,22.607267,1,116709.0,816962.9999999999,7.0,275.35965190009745,6014.524269724094
81,114.106996,22.616438,2,172683.7642857143,1208786.35,7.0,275.3693807840963,6014.925254171259
82,114.080907,22.623125,1,13162.916666666664,1974437.5,150.0,275.37647783309586,6015.217761269819
83,114.158081,22.605939,1,109530.33333333331,766712.3333333333,7.0,275.3582435469605,6014.466222708533
84,114.325699,22.689934000000004,3,87559.08333333333,612913.5833333334,2.333333333333333,275.4475352176409,6018.146229349719
85,114.121224,22.681845,1,35598.833333333336,249191.8333333333,7.0,275.4389171599719,6017.7910736121485
86,114.211673,22.666011,2,30315.147619047617,4547272.142857143,150.0,275.4220592534704,6017.096334111732
87,114.146513,22.603742,2,22425.609062980024,3363841.3594470047,150.0,275.3559138509451,6014.370201097459
88,114.162049,22.612674,1,160755.4583333333,38581310.0,240.0,275.365387187238,6014.760655353237
89,113.887207,22.768778,1,5373.874999999998,806081.25,150.00000000000003,275.5317481870249,6021.616441221973
90,113.924111,22.523311,1,59602.29166666666,208608.0208333333,3.5,275.2708296593923,6010.863092733837
91,114.03102,22.652169,1,48297.41666666666,338081.9166666666,7.0,275.4073348560417,6016.489504275819
92,113.922767,22.663999,1,4350.291666666665,30452.041666666664,7.000000000000002,275.4199182579557,6017.008099140476
93,113.85602333333333,22.612128666666667,3,146748.2083333333,1027237.4583333333,7.0,345.87975329991,9033.2721468214
94,113.855303,22.611936,1,55873.08333333333,391111.5833333333,7.0,275.3646042732768,6014.728386896316
95,114.106492,22.586961,1,266232.52491408936,49247363.85616101,187.12294663988212,275.33812911909183,6013.637167188952
96,114.135914,22.546632,1,4802.541666666665,67235.58333333333,14.0,275.2954588536423,6011.878339665706
97,114.385619,22.75174,1,54648.189026448206,9464940.077319589,171.19839250157395,275.5135173370496,6020.865232057679
98,113.914678,22.513683,1,189799.25,1328594.75,7.0,275.26067133104533,6010.444341679686
99,114.095187,22.704937,1,121778.1138773148,29226747.330555554,240.0,275.4635302030775,6018.805380012101
100,114.112399,22.574182,1,10219.999999999998,1226400.0,120.00000000000004,275.3245974024645,6013.0794158754325
101,113.824877,22.763476,1,81760.0,14599269.999999998,178.56250000000003,275.526073058736,6021.382597752607
102,114.051511,22.670646,1,15330.0,1839600.0,120.0,275.4269923713507,6017.299637221997
103,114.068186,22.653259,1,91980.0,11037600.0,120.0,275.4084939124033,6016.53727246139
104,113.918816,22.757591,1,45990.0,6694100.0,145.5555555555556,275.5197759424842,6021.123122783442
105,113.968312,22.565812,1,245280.0,36792000.0,150.0,275.31573984057763,6012.714317634245
106,114.270844,22.75975,2,220045.23155059436,43460263.54837029,198.4382541092335,275.5220858842195,6021.218305075312
107,114.158691,22.607401,1,30660.0,214620.00000000003,7.000000000000001,275.35979401488186,6014.530127159211
108,114.119255,22.537699,1,5839.999999999999,40879.99999999999,6.999999999999999,275.28602080247134,6011.489295876369
109,113.839593,22.671026,1,61320.0,9198000.0,150.0,275.4273968710635,6017.316307342149
110,113.993783,22.69064,1,71540.00000000003,500780.0,7.0,275.44828758567303,6018.177234690535
111,113.913595,22.572866,1,10220.0,429240.0,42.0,275.3232044579809,6013.022000693537
112,113.936238,22.631763,1,4380.0,525600.0,120.0,275.38564960466573,6015.595773761555
113,114.121234,22.610245,1,25550.0,6132000.0,239.99999999999997,275.36281048733645,6014.65445434681
114,113.92368,22.693836,1,5110.0,35770.000000000015,7.000000000000001,275.45169387465535,6018.317608542762
115,113.791756,22.698816,1,15330.0,107310.0,7.000000000000001,275.4570028047972,6018.536389075748
117,113.858087,22.586088,1,15330.0,107310.0,7.000000000000001,275.3372043758044,6013.599051430733
118,113.806076,22.673562,1,20440.0,143080.00000000006,7.000000000000001,275.4300966054512,6017.427567738758
121,113.866441,22.567589,1,15330.0,107310.0,7.000000000000001,275.3176199917904,6012.791815680128
122,113.85835,22.585807,1,5110.0,35770.000000000015,7.000000000000001,275.33690673104803,6013.586783201815
123,113.86248,22.572367,1,15330.0,107310.0,7.000000000000001,275.3226763105495,6013.000231178764
124,114.122837,22.542639,1,40880.0,286160.0000000001,7.000000000000001,275.291239491203,6011.704414999631
125,113.817222,22.703489,1,11679.999999999998,700800.0,60.0,275.46198585436485,6018.741738400496
126,113.935363,22.557731,1,127020.0,889140.0,7.0,275.3071922073583,6012.361989345612
127,114.35166,22.665823,1,153300.0,1073100.0,7.0,275.4218591888055,6017.088089031942
128,113.859444,22.570953,1,5839.999999999999,40879.99999999999,6.999999999999999,275.32117979782083,6012.9385468623
129,113.888291,22.50086,1,197100.00000000003,1379700.0,6.999999999999999,275.2471508652264,6009.886984482946
130,114.035599,22.627436,1,2919.9999999999995,175200.0,60.0,275.3810546492754,6015.406394416593
131,114.031098,22.627558,1,110230.0,13227600.0,120.0,275.38118418825565,6015.411733334155
132,114.224867,22.695413,1,30660.0,214620.00000000003,7.000000000000001,275.4533748695211,6018.38688238885
133,113.899894,22.67147,1,219730.0,1538110.0000000007,7.000000000000001,275.42786950938233,6017.335785566213
134,113.999267,22.696603,1,10220.0,71540.00000000003,7.000000000000001,275.45464344709507,6018.43916038978
135,113.87032,22.818918,1,5110.0,35770.000000000015,7.000000000000001,275.5855030818879,6023.831304156339
136,114.40559,22.744758,1,10220.0,919800.0,90.0,275.5060517187412,6020.5576020314575
137,113.913753,22.572331,1,10220.0,429240.0,42.0,275.32263820836283,6012.998660658589
138,114.134341,22.700154,1,15330.0,107310.0,7.000000000000001,275.4584294431458,6018.595180404112
139,113.925772,22.541289,1,4863.708333333332,34045.95833333333,7.000000000000002,275.28981318261896,6011.645621439884
140,113.853433,22.71356,1,81760.0,26163200.0,320.0,275.4727296526656,6019.184480106567
141,113.89343,22.484426,1,10219.999999999998,71540.00000000001,7.000000000000001,275.2298377604592,6009.173264709753
142,114.301752,22.764638,1,61320.0,9811200.0,160.0,275.52731668427816,6021.433841477114
143,113.896135,22.56339566666667,3,136938.37684652116,11694919.414613737,57.07029506666021,346.7797278830057,9062.042590928952
145,113.88261,22.58015,1,25550.0,3066000.0,119.99999999999996,275.330915680575,6013.339844651658
146,113.8925405,22.7306385,2,61320.00000000001,20271370.0,183.5,367.71841198369975,9602.160330442925
148,114.021044,22.6565675,1,10220.0,1226400.0,119.99999999999996,275.4120124677528,6016.682282103578
149,113.784724,22.714121,1,7300.000000000001,51099.99999999999,7.0,275.4733283149424,6019.209150177988
150,114.102541,22.707336,1,5839.999999999999,700800.0,120.0,275.4660891145084,6018.910830754271
152,113.785002,22.7259,1,364999.9999999998,2554999.999999999,7.000000000000001,275.48590259277444,6019.727313967992
153,114.082419,22.546174,1,5839.999999999999,40879.99999999999,6.999999999999999,275.2949748394128,6011.858388362592
154,114.038511,22.669049,1,1459.999999999999,10219.999999999998,7.000000000000001,275.42529250394745,6017.229582652256
155,113.868511,22.585276,1,5110.0,35770.000000000015,7.000000000000001,275.33634429261,6013.563600774997
156,114.2948115,22.6652255,2,25550.0,1839600.0,67.5,349.7029874937451,9175.346243077627
157,114.295888,22.665786,1,5110.0,613200.0,119.99999999999996,275.4218198158178,6017.086466392645
158,114.2889475,22.6672115,2,30660.0,1911140.0,48.50000000000001,288.8706666721779,6605.455359680493
159,113.891257,22.747052,1,3650.000000000001,25549.99999999999,7.0,275.50850428266745,6020.658663369132
160,113.892155,22.7236,1,10220.0,71540.00000000003,7.000000000000001,275.4834466308252,6019.626108939777
161,113.829524,22.771198,2,131074.18724784662,13403806.115243005,102.363301613732,275.5343390751439,6021.723197978707
162,113.904298,22.569964,2,14374.274467800238,100619.92127460169,7.0,275.3201331590947,6012.895405683627
164,113.936386,22.606571,2,121730.10784241532,23142289.912076585,188.43250361127423,275.35891377488,6014.493846998969
165,113.932805,22.542201,2,63881.59060325161,447171.1342227613,7.0,275.2907767212843,6011.685339273236
167,113.827284,22.672488,1,186150.0,1303049.9999999998,6.999999999999999,275.4289532152073,6017.380446849363
168,114.204482,22.653983,1,10220.0,71540.00000000003,7.000000000000001,275.4092638211471,6016.569002654878
169,114.335077,22.701849,1,20440.0,2452800.0,120.00000000000004,275.46023688807804,6018.669664440125
170,114.212872,22.720053,1,729.9999999999995,5109.999999999999,7.000000000000001,275.47965974909494,6019.470058706468
171,114.01991266666668,22.534021,3,96422.125,1087404.875,44.66666666666666,320.3448150032295,7904.639697154279
172,113.937247,22.630207,1,26249.95833333333,211394.41666666663,8.335317887159416,275.38399711345414,6015.527667119199
173,113.901823,22.573362,1,245280.0,28820400.0,117.5,275.3237294457258,6013.04363995514
174,113.876044,22.667544,1,35770.000000000015,4292400.0,119.99999999999996,275.4236907078915,6017.163569613749
175,113.865948,22.645428,1,25550.0,6132000.0,239.99999999999997,275.4001684192172,6016.194152004426
176,114.206376,22.657326,1,5839.999999999999,40879.99999999999,6.999999999999999,275.4128192198466,6016.715530527056
177,114.052184,22.627171,2,266450.0,105511280.0,205.85294117647055,275.38077327511405,6015.394797632763
178,114.082138,22.708382,2,51100.0,18396000.0,360.0,275.4672049500203,6018.956813322535
179,114.032749,22.716766,1,3649.9999999999977,25549.99999999999,7.000000000000001,275.4761511483449,6019.325475072763
180,114.103245,22.562474,1,5110.0,35770.000000000015,7.000000000000001,275.3122086028166,6012.568762734361
181,114.216621,22.669431,1,42340.00000000001,296379.99999999994,7.0,275.4256990955833,6017.246339040983
182,114.246453,22.705488,1,5110.0,102200.0,20.0,275.4641179000931,6018.829598590005
183,114.274243,22.722996,3,450771.125,5575347.875,9.166666666666668,353.48442540486894,9309.78754952079
184,113.859428,22.612197,1,5839.999999999999,0.0,0.0,275.3648811535449,6014.739798751307
185,114.119388,22.542734,1,10220.0,35770.000000000015,3.5000000000000004,275.29133986558355,6011.708552510756
187,114.135737,22.606588,1,5110.0,0.0,0.0,275.35893180275554,6014.494590035564
189,114.130016,22.602071,1,20440.0,209510.0000000001,10.250000000000002,275.35414212349804,6014.297176687946
190,113.998139,22.53656,2,44086.24718045112,308603.7302631579,7.000000000000001,275.28481775977286,6011.439705099705
191,113.935049,22.545405,2,17348.92153405666,121442.45073839664,7.0,275.2941621914306,6011.824890595389
192,114.107819,22.555318,1,5110.0,35770.000000000015,7.000000000000001,275.3046406494016,6012.2568147217535
193,114.045764,22.546191,1,729.9999999999995,5109.999999999999,7.000000000000001,275.294992803964,6011.859128865429
194,114.053344,22.520186,2,33218.10698144925,232526.74887014477,7.0,275.2675319042987,6010.727151986986
195,113.955768,22.550055333333333,3,16409.901515151512,102299.27272727272,6.34002171892078,336.12454790438625,8607.090355431328
196,113.930472,22.54242,2,13314.625,93202.375,7.0,275.2910081050031,6011.694877093138
197,114.101647,22.567775,2,12880.92966781214,90166.507674685,7.0,275.3178167991791,6012.799927880221
198,114.1484,22.541942,2,11734.06636500754,82138.46455505281,7.0,275.2905030790877,6011.674059528194
199,114.033683,22.519079,2,17971.374999999996,125799.62500000004,7.0,275.266363851318,6010.679002088026
200,114.037155,22.640178,2,51556.357273768605,360894.5009163803,7.0,275.3945890242798,6015.964204542433
201,114.126831,22.590117,2,81041.62873209265,567291.4011246485,7.0,275.3414725649614,6013.774975719022
202,114.149896,22.61672,2,49704.66381934217,347932.6467353952,7.0,275.36968002059075,6014.937587364242
203,114.149992,22.617273,2,144538.37218949437,1011768.6053264606,7.0,275.3702668354695,6014.961773242849
204,114.236816,22.704524,2,587737.3468945716,4114161.428262002,7.0,275.4630897087543,6018.787227547404
205,114.23750233333334,22.720116,3,24735.40357142857,181501.20833333337,7.2316411019272335,340.78624925019665,8692.361317853176
206,114.241036,22.717804,2,197873.5833333333,1382811.7916666665,6.94103035413317,275.47725905554023,6019.371130187001
207,114.240013,22.7172,2,27740.0,194180.0,7.000000000000001,275.4766143688801,6019.3445636752085
208,114.241996,22.716239,2,43549.0,304843.0,7.0,275.47558868137924,6019.30229666536
210,114.240894,22.714486,2,3168.874999999998,22182.125,3.5,275.4737178293955,6019.225201536524
211,114.239907,22.728913,2,63788.984106529206,446522.88874570455,7.0,275.4891204015948,6019.859912508879
212,113.978029,22.539426,1,5110.0,35770.000000000015,7.000000000000001,275.2878450598069,6011.564493639331
213,114.127763,22.567324,2,13342.333333333332,93396.33333333331,7.0,275.3173395970547,6012.780258095613
214,113.915928,22.480345,2,22546.083333333325,157822.58333333337,7.000000000000002,275.2255410256893,6008.996131947308
215,114.026501,22.551029,2,31044.14388489208,217309.00719424465,7.0,275.3001062531227,6012.069906897403
216,113.994306,22.59737,2,44634.28750108291,312440.01250758034,7.0,275.3491586733775,6014.0917751804245
217,114.270954,22.690942,2,95866.36212121212,671064.5348484849,7.0,275.4486094304766,6018.190498018644
218,114.234986,22.720152,2,28072.294760726072,196506.06332508253,7.0,275.4797654348501,6019.474413839102
219,114.236146,22.720042,2,40966.21681158379,286763.5176810865,7.0,275.4796480070955,6019.46957484634
220,114.192063,22.645317,2,27120.83333333333,189845.83333333337,7.0,275.4000504363984,6016.189289511997
221,114.139536,22.617098,1,15330.0,107310.0,7.000000000000001,275.3700811327081,6014.95411940896
222,113.927137,22.520885,2,68352.5944035346,478468.1608247423,7.0,275.2682694942134,6010.757557136232
223,113.841816,22.606214,1,15330.0,107310.0,7.000000000000001,275.35853517740384,6014.478242624457
224,113.90328866666668,22.76682466666667,3,226334.99415584412,1584344.9590909092,7.0,343.69287834456674,8932.542272549612
225,113.877991,22.589083,2,8610.773809523807,60275.41666666666,7.000000000000001,275.3403770833113,6013.729822760751
226,114.342441,22.705786,1,15330.0,107310.0,7.000000000000001,275.4644357544836,6018.842697131224
227,114.119618,22.581101,2,111553.76178649528,780876.3325054672,7.0,275.3319227001487,6013.38135205874
228,113.975109,22.558266,1,5110.0,35770.000000000015,7.000000000000001,275.30775797639865,6012.385310153911
229,113.999412,22.664085,2,50128.79166666666,350901.5416666666,7.0,275.4200097667769,6017.011870421507
230,113.841443,22.636479,2,15458.247448979591,108207.73214285714,7.0,275.3906589656042,6015.802231082836
231,113.893699,22.575293,2,30174.70833333333,211222.9583333333,7.0,275.3257734433216,6013.127890497171
232,114.068553,22.689256,2,13434.408934707904,94040.86254295534,7.0,275.44681271823805,6018.116454876589
233,114.0665,22.690363,2,13603.477114356623,95224.33980049638,7.0,275.4479923899552,6018.1650695857625
234,114.064335,22.6908525,4,37881.0923506093,265167.6464542652,7.0,332.8039796881163,8357.921610670066
235,114.068679,22.69148,2,35959.12499999999,251713.8750000001,7.0,275.4491827940836,6018.214126487997
236,114.095443,22.547058,2,12491.958333333332,87443.70833333331,7.000000000000002,275.29590906074384,6011.896897397282
237,114.270027,22.722374,2,13407.077556972326,93849.5428988063,7.0,275.48213762858666,6019.572167539382
238,114.274033,22.721826,2,16220.699561403508,113544.89692982458,7.0,275.4815525583579,6019.548057920499
239,114.135713,22.54308,2,11877.940581387193,70128.21514482083,5.964563850582904,275.29170544328844,6011.72362189041
240,113.829739,22.7304,2,18600.6369047619,130204.45833333334,7.0,275.49070868693155,6019.925361856335
241,113.819553,22.747975,2,29694.507297178126,207861.5510802469,7.0,275.50949117276934,6020.699329441279
242,113.8273,22.752012,1,5110.0,35770.000000000015,7.000000000000001,275.5138082385491,6020.877218938456
243,114.129022,22.572176,2,31728.4677957781,222099.2745704468,7.0,275.3224741577156,6012.991898715465
244,114.129702,22.573866,2,16534.54482323232,115741.81376262628,7.0,275.3242629163876,6013.065628845227
245,114.105538,22.552862,2,192881.07407407407,1350167.5185185182,7.0,275.3020439896845,6012.149780565685
246,114.097493,22.551725,2,10594.666666666664,74162.66666666666,7.0,275.3008419982462,6012.100234409539
247,114.022973,22.648233,2,22387.40632224305,156711.84425570138,7.0,275.4031501058219,6016.31703745784
248,113.895002,22.492468,2,28332.96976190476,198359.955,7.000583485039444,275.2383078784101,6009.522441466198
249,113.926702,22.510845,2,14859.75133053221,104018.2593137255,7.0,275.25767809751994,6010.320951995248
250,114.055945,22.569354,1,10220.0,71540.00000000003,7.000000000000001,275.3194876398245,6012.868798129876
251,114.15004,22.619039333333333,3,191144.36548846343,1338010.558419244,7.0,324.6951126999314,8098.968925241448
252,113.983395,22.53531,2,123364.87824675324,863554.1477272727,7.0,275.2834975658949,6011.385285101609
253,114.229526,22.730965,2,119694.45833333331,837861.2083333335,7.0,275.49131220787234,6019.950231439071
254,114.231861,22.731066,2,172211.8333333333,1589791.0000000002,7.852675125823048,275.4914200948941,6019.954677187366
255,114.046855,22.598652,2,97795.69083768464,684569.8358637927,7.0,275.35051756527366,6014.147784422777
256,114.044574,22.597133,2,16496.14670868347,115473.02696078432,7.0,275.3489074701377,6014.08142136424
257,114.107833,22.559771,2,22663.158683205394,158642.11078243778,7.0,275.3093496267496,6012.450917332558
258,114.115226,22.534342,2,94497.70833333331,661483.9583333334,7.0,275.2824752748685,6011.343144947053
259,114.188975,22.648847,2,117019.27798507464,819134.9458955223,7.0,275.40380284772715,6016.343939104933
260,114.10666,22.569612,2,11833.090355586675,82831.63248910673,7.0,275.31976066038,6012.880051727834
261,114.126695,22.540041,1,10220.0,71540.00000000003,7.000000000000001,275.2884947382367,6011.591273997421
262,114.14202,22.55538,2,11861.575085188711,83031.02559632101,7.0,275.304706204716,6012.259516907307
263,114.238233,22.742955,2,98140.81764069264,686985.7234848486,7.0,275.5041243229381,6020.478180709149
264,114.060394,22.567143,2,6828.916666666665,47814.66666666666,3.500301650629788,275.3171480844932,6012.772364135228
265,113.89237,22.48691,2,91248.77297310364,638741.4108117255,7.0,275.2324535728689,6009.2811008968365
266,114.105736,22.554161,2,62207.4,435451.8000000001,7.0,275.3034173392465,6012.206390005863
267,114.098984,22.552116,2,13309.025090415911,55896.15690928271,3.9670003618777887,275.3012553389178,6012.117272348088
268,114.207224,22.658614,2,10951.999999999998,38332.0,3.5,275.41418923807305,6016.771992574288
269,114.200326,22.640714,2,114443.04166666669,801101.2916666666,7.0,275.3951585762435,6015.987677974211
270,114.10187,22.5525,2,2840.541666666665,19883.791666666664,3.5000000000000004,275.3016612889107,6012.134005628623
271,114.115531,22.536688,2,14998.090806142964,104986.63564300074,7.0,275.2849529523852,6011.44527789589
272,114.02169,22.542135,2,10198.958333333332,71392.70833333334,7.000000000000002,275.29070698969696,6011.682464885293
273,114.052006,22.530039,1,5110.0,35770.000000000015,7.000000000000001,275.2779316336743,6011.155849354015
274,114.049625,22.518818,1,38689.99999999999,270830.00000000006,7.0,275.2660884683077,6010.667650144495
275,113.931223,22.493366,2,11700.791666666664,81905.54166666669,7.000000000000001,275.2392539305769,6009.561441741899
276,113.804285,22.743436,2,13454.364285714284,94184.925,7.000100908949376,275.5046384885339,6020.499367719867
277,114.124197,22.575963,2,43068.49999999999,301479.50000000006,7.0,275.3264827043893,6013.157125120569
278,113.917463,22.573683,2,10524.958333333332,73674.70833333331,7.0,275.3240692138361,6013.057644707049
279,114.104966,22.546067,2,15882.01948051948,111174.13636363638,7.000000000000001,275.29486176348354,6011.85372731558
280,114.124529,22.551752,2,15862.755902777775,111039.29131944446,7.0,275.30087053943873,6012.101410871696
281,114.126329,22.578417,2,50121.86784040701,350853.0748828492,7.0,275.3290807406386,6013.26421179311
282,114.127926,22.577798,2,16559.33505154639,115915.34536082478,7.0,275.3284253727061,6013.23719866864
283,114.234841,22.550737,2,8972.666666666664,62808.66666666667,7.000000000000001,275.2997975875192,6012.05718365003
284,114.307942,22.601194,2,17401.02861019313,121807.20027135192,7.0,275.3532123277789,6014.258853678409
285,114.310679,22.599071,2,6825.815777576852,47780.71044303797,7.000000000000002,275.3509617182943,6014.166090988796
286,114.370015,22.60667,2,15194.204282407403,106359.42997685188,7.0,275.3590187645986,6014.498174275429
287,114.120736,22.684912,2,8412.812499999998,58889.68749999999,7.0,275.4421842787212,6017.92571426645
288,114.225042,22.722649,2,48246.5365079365,337725.7555555556,7.0,275.48243123819816,6019.584266625118
289,114.251442,22.710848,2,20292.16904761905,142045.18333333335,7.0,275.4698358590755,6019.065230380207
290,114.251553,22.710296,2,108788.50069174812,761519.5048422369,7.0,275.469246911638,6019.040960497641
